sex,province,feelings_life,education,political_pref,religion_participation,age,income_family
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,47,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,29,"$$75,000 to $99,999"
Male,Quebec,Very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,52,"Less than $25,000"
Male,Quebec,Very satisfied,"University certificate, diploma or degree above the bach...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,32,"$$75,000 to $99,999"
Female,Quebec,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,27,"$125,000 and more"
Male,Quebec,Not very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,43,"Less than $25,000"
Male,Quebec,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,39,"$125,000 and more"
Male,Quebec,Fairly satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,39,"$125,000 and more"
Male,Quebec,Fairly satisfied,High school diploma or a high school equivalency certificate,"Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",At least once a year,64,"$100,000 to $ 124,999"
Female,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,40,"Less than $25,000"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",At least once a year,41,"$125,000 and more"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,23,"$25,000 to $49,999"
Male,Quebec,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,27,"$25,000 to $49,999"
Male,Quebec,Very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",At least once a year,55,"$100,000 to $ 124,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,46,"$125,000 and more"
Male,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,51,"$$75,000 to $99,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,51,"$125,000 and more"
Female,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,27,"$25,000 to $49,999"
Male,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,39,"$125,000 and more"
Male,Quebec,Fairly satisfied,High school diploma or a high school equivalency certificate,"Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,41,"$$75,000 to $99,999"
Male,Quebec,Not very satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),Not at all,50,"$125,000 and more"
Male,Quebec,Not very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,26,"$25,000 to $49,999"
Female,Quebec,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),Not at all,28,"$50,000 to $74,999"
Male,Quebec,Very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a month,59,"$125,000 and more"
Male,Quebec,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",At least once a year,25,"Less than $25,000"
Male,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",At least once a year,29,"$125,000 and more"
Male,Quebec,Not very satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,29,"$25,000 to $49,999"
Male,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),At least once a year,38,"$125,000 and more"
Male,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,51,"$125,000 and more"
Female,Quebec,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Bloc Québécois (BQ, PQ, Bloc, Parti Québécois)",Not at all,56,"$25,000 to $49,999"
Male,Quebec,Fairly satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,35,"Less than $25,000"
Male,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,48,"$100,000 to $ 124,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,45,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,37,"Less than $25,000"
Male,Ontario,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,48,"$125,000 and more"
Male,Ontario,Not very satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,66,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,38,"$50,000 to $74,999"
Female,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,40,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a year,58,"$125,000 and more"
Male,Ontario,Not very satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,20,"$50,000 to $74,999"
Female,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a week,27,"Less than $25,000"
Female,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,30,"$50,000 to $74,999"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a month,38,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),Not at all,63,"$125,000 and more"
Male,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,35,"$125,000 and more"
Female,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),Not at all,50,"$125,000 and more"
Male,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,18,"$125,000 and more"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,34,"$125,000 and more"
Female,Ontario,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,30,"Less than $25,000"
Male,Alberta,Not very satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,58,"$100,000 to $ 124,999"
Male,Ontario,Fairly satisfied,High school diploma or a high school equivalency certificate,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,46,"$$75,000 to $99,999"
Female,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,38,"$125,000 and more"
Female,Ontario,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,57,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),At least once a year,22,"$50,000 to $74,999"
Male,Ontario,Not very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),At least once a month,52,"$50,000 to $74,999"
Male,Ontario,Fairly satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,44,"$125,000 and more"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Liberal (Grits),Not at all,60,"$50,000 to $74,999"
Female,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...",Green Party (Greens),Not at all,30,"$$75,000 to $99,999"
Male,British Columbia,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),Not at all,64,"$100,000 to $ 124,999"
Female,British Columbia,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,64,"$50,000 to $74,999"
Female,British Columbia,Very satisfied,High school diploma or a high school equivalency certificate,"(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,74,"$25,000 to $49,999"
Female,British Columbia,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),Not at all,50,"$125,000 and more"
Female,British Columbia,Very satisfied,"University certificate, diploma or degree above the bach...",Liberal (Grits),At least once a year,69,"$125,000 and more"
Male,Prince Edward Island,Not very satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,52,"Less than $25,000"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,55,"Less than $25,000"
Male,Quebec,Not very satisfied,"University certificate, diploma or degree above the bach...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,55,"$125,000 and more"
Female,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Green Party (Greens),Not at all,46,"$125,000 and more"
Male,Quebec,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a month,67,"$$75,000 to $99,999"
Female,Quebec,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),At least once a year,62,"$25,000 to $49,999"
Male,Quebec,Not very satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,60,"$50,000 to $74,999"
Female,Saskatchewan,Fairly satisfied,"University certificate, diploma or degree above the bach...",Green Party (Greens),At least once a year,54,"$125,000 and more"
Male,Nova Scotia,Fairly satisfied,Less than high school diploma or its equivalent,"Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a week,46,"$50,000 to $74,999"
Male,Nova Scotia,Very satisfied,High school diploma or a high school equivalency certificate,Liberal (Grits),Not at all,50,"$50,000 to $74,999"
Female,British Columbia,Not very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",People's Party,Not at all,34,"$125,000 and more"
Male,British Columbia,Very satisfied,University certificate or diploma below the bachelor's level,"Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,62,"$$75,000 to $99,999"
Male,British Columbia,Not very satisfied,"University certificate, diploma or degree above the bach...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,40,"$$75,000 to $99,999"
Male,British Columbia,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,33,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)","Conservatives (Tory, PCs, Conservative Party of Canada)",At least once a year,61,"$125,000 and more"
Male,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,30,"$50,000 to $74,999"
Male,British Columbia,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",Not at all,28,"Less than $25,000"
Male,British Columbia,Not very satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","Conservatives (Tory, PCs, Conservative Party of Canada)",Not at all,63,"$$75,000 to $99,999"
Male,British Columbia,Fairly satisfied,"College, CEGEP, trade certificate or other non-university certificate or di...","(3) NDP (New Democratic Party, New Democrats, NDPers)",At least once a year,28,"$25,000 to $49,999"
Female,British Columbia,Very satisfied,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Liberal (Grits),Not at all,35,"$50,000 to $74,999"
